순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
30,9791171311644,147955198,시지프 신화,"10,620원",590원,알베르 카뮈 저/김화영 역,책세상,"‘책세상 카뮈 전집 개정판’ 8권. 카뮈의 작품 세계를 관통하는 부조리 사상이 시작된 철학 에세이로, 소설 《이방인》, 희곡 《칼리굴라》와 함께 카뮈의 ‘부조리 3부작’ 중 하나다. 《이방인》 출간 후 5개월 내 발표된 작품인 만큼 ‘《이방인》의 해설서’로 꼽히기도 한다. 삶의 이유를 찾아 헤매는 부조리의 추론부터 그리스 신화 속 시지프(시시포스)에 이르기까지, 명철하고 날카로운 의식으로 작가 자신의 부조리 철학을 전개해 나간다.",1,국내도서-소설/시/희곡
31,9788984374409,106228445,"당신, 거기 있어줄래요? Seras-tu la?","13,500원",750원,기욤 뮈소 저/전미연 역,밝은세상,"시간을 되돌릴 수 있는 기회가 주어진다면 당신은 사랑을, 인생을 어떻게 바꿀 것인가?
- 인생의 운명을 바꾸기 위해 떠나는 사랑의 시간여행!
- 한국 영화로 탄생한 기욤 뮈소 소설! 

2007년에 『당신, 거기 있어줄래요?』의 초판이 나왔으니 어느새 15년의 세월이 흘렀다. 〈도서출판 밝은세상〉은 지난 15년 동안 달라진 맞춤법에 따라 일부 어휘를 수정하는 한편 등장인물들이 시대에 맞지 않는 대화체를 사용하는 부분이 더러 있어 새로운 교정 작업을 거쳐 개정판을 발행하게 되었다. 『당신, 거기 있어줄래요?』는 2015년에 홍지영 감독, 김윤석, 변요한 주연의 국내영화로 제작되어 다시 한번 큰 화제를 불러 모으며 크게 주목받았다. 

기욤 뮈소는 매년 『르 피가로』지와 〈프랑스서점연합회〉에서 조사하는 베스트셀러 작가 순위에서도 8년 연속 1위를 기록했다.",1,국내도서-소설/시/희곡
32,9788937460364,103620,마담 보바리,"10,800원",600원,귀스타브 플로베르 저/김화영 역,민음사,"현대 소설의 기념비를 세운 작가 귀스타브 플로베르
사실주의 소설의 시작과 동시에 그 완결을 이룩한 작품
카프카에게는 바이블, 누보로망 작가들에게는 교과서가 된 소설

“그녀는 자신의 심장이 뛰기 시작하고 피가 몸 속에서 젖의 강물처럼 순환하는 것을 느끼고 있었다. 그때 아주 멀리, 숲 저 너머, 다른 언덕 위에서, 분간하기 어려운 긴 외침소리가, 꼬리를 길게 끄는 목소리가 들려왔다.”
",1,국내도서-소설/시/희곡
33,9788937463839,102350832,반항하는 인간,"14,400원",800원,알베르 카뮈 저/김화영 역,민음사,"프랑스 문단에 이방인처럼 나타나 신화가 된 작가, 알베르 카뮈
『시지프 신화』와 더불어 카뮈의 철학을 깊이 이해할 수 있는 저작

『이방인』과 『페스트』의 작가로 알려져 있는 프랑스 최고의 소설가이자 노벨 문학상 수상 작가 알베르 카뮈. 카뮈는 소설뿐 아니라 수많은 희곡과 정치 칼럼을 남겼으며, 사상과 미학을 이해할 수 있는 다수의 에세이를 남겼다. 카뮈의 산문들은 윤리적, 철학적, 정치적 사유에 바탕을 두고 있으면서도 역사적 현실을 결코 추상화하지 않고 구체적으로 직시하고 관찰한다. 따라서 카뮈의 『이방인』과 『페스트』에 담긴 성찰의 목소리를 충분히 ‘알기’ 위해서는 그의 이론서 또한 읽어야 한다. 

『시지프 신화』와 함께 가장 중요한 위치를 차지하는 카뮈의 철학적 문제작 『반항하는 인간』이 프랑스 문학 최고의 번역가인 김화영의 번역으로 민음사 세계문학전집 383번으로 출간되었다.",1,국내도서-소설/시/희곡
34,9788954650724,62758174,어린 왕자 팝업북,"38,700원","2,150원",앙투안 마리 로제 드 생택쥐베리 저/김화영 역,문학동네,"『어린 왕자』는 『성경』과 마르크스의 『자본론』 다음으로 전 세계에서 가장 많이 팔린 베스트셀러로 알려져 있다. 국내에서 유통되는 책만 200여 종 가까이 된다고 한다.  1943년 초판이 출간된 이래 전 세계인의 베스트셀러가 되었고 수많은 판본으로 소개되었으며, 아이들을 위한 액티비티북, 팝업북, 놀이책 등 다양한 형태로 출간되었다. 그중 문학동네에서 나온 『어린 왕자』 팝업북은 오랜 애독자들을 위해 소장 가치를 높인 책으로 탄성이 나올 만큼 아름답고 즐거움으로 가득하다. 김화영 선생의 완역본으로 거의 모든 그림을 팝업으로 만들어 매 페이지마다 세밀하게 작동하도록 장치해 놓았다. 여타 팝업북이 원본 그림 중 몇몇 장면만을 싣고 텍스트를 축약한 데 비해 문학동네 『어린 왕자』 팝업북은 원 텍스트의 감동을 그대로 전하면서 원본 그림을 훼손하지 않고 2차원의 세계를 3차원의 세계로 솟아오르게 해 새로운 『어린 왕자』를 개척했다.",1,국내도서-소설/시/희곡
35,9791139723731,147079531,시지프 신화,"10,350원",570원,알베르 카뮈 저/유기환 역,현대지성,"이 책은 ‘오늘 살아남은 사람’을 위한 철학이다
세상이 무의미할수록, 더 단단한 인간으로 사는 법 

★ 카뮈가 직접 남긴 공식 작품 해설, ‘1955년 미국판 서문’ 수록
★ 국내 유일, 카뮈의 사유를 담아낸 18점의 명화 수록 완역본

하루하루 되풀이되는 무의미한 노동, 관계, 불안 속에서
카뮈는 그리스 신화 속 ‘바위를 굴리는 남자’ 시지프를 소환한다.

그는 절망하지 않는다.
세상에 아무런 답이 없다는 것을 알기에,
스스로 의미를 만들어내는 사람으로 다시 태어난다.
절망 속에서 삶을 택하는 그 순간,
우리는 부조리를 뚫고 나아가는 존엄한 존재가 된다.
",1,국내도서-소설/시/희곡
36,9788954685603,108239190,집착,"9,900원",550원,아니 에르노 저/정혜용 역,문학동네,"질투에 점령당한 한 여자의 모놀로그 
프랑스 현대문학의 거장 아니 에르노 대표작 『집착』 개정판

‘직접 체험하지 않은 허구를 쓴 적은 한 번도 없고 앞으로도 그럴 것’이라는 선언으로 자신의 작품세계를 규정하는 프랑스의 문제적 작가이자, 사회·역사·문학과 개인의 관계를 예리한 감각으로 관찰하며 가공도 은유도 없는 독보적인 작품세계를 이룩해온 아니 에르노. 2011년 선집 『삶을 쓰다』가 생존 작가로는 최초로 갈리마르 총서에 편입되는 기록을 세웠으며, 최근 들어 노벨문학상 유력 후보로 거론되는 작가이기도 하다. 문학동네에서는 『삶을 쓰다』에 실렸던 글들을 추려 재수록한 『카사노바 호텔』 출간과 함께, 대표작 『탐닉』과 『집착』의 개정판을 새로운 표지로 단장해 선보인다.",1,국내도서-소설/시/희곡
37,9788950935658,118335536,슬픔이여 안녕,"13,500원",750원,프랑수아즈 사강 저/김남주 역,arte(아르테),"요란하고 화려한 삶 이면의 또 하나의 우주
사강이 ‘평생에 걸쳐 사랑한 그 무엇’, 문학 

김남주 번역가의 유려하고 감각적인 번역으로 나왔던 『슬픔이여 안녕』이 아르테에서 새롭게 선보이는 세계문학 시리즈인 ‘클래식 라이브러리’의 첫 번째 작품으로 다시 출간되었다. 『슬픔이여 안녕』은 사강에게 ‘문단에 불쑥 등장한 전대미문의 사건’, ‘매혹적인 작은 괴물’이라는 수식을 안기며 또 다른 천재 작가의 출현을 알린 데뷔작이자 사강 문학의 정수를 이루는 대표작이다. 열여덟 살의 대학생이 두세 달 만에 완성한 이 소설은 프랑수아 모리아크를 비롯한 쟁쟁한 문인들의 전폭적인 지지를 받으며 비평가상을 받았고 전후 세대의 열광 속에 ‘사강 신드롬’을 일으키며 일약 세계적인 베스트셀러가 되었다.",1,국내도서-소설/시/희곡
38,9788995501443,1403766,꾸뻬 씨의 행복 여행,"13,500원",750원,프랑수아 를로르 저/오유란 역,오래된미래,"마음의 병을 앓고 있는 사람들을 치료하던 정신과 의사가 행복의 참된 의미를 찾아 여행을 떠난다는 소설이다. 이 소설의 주인공처럼 저자는 정신과 의사이다. 늘 불안한 심리 상태로 살아가는 사람들을 지켜보면서 어떤 심리학적 설명보다 한 편의 이야기가 더 사람의 마음을 움직일 수 있다고 생각했고, 자신의 환자들을 진료하며 얻은 경험과 생각들을 바탕으로 소설을 썼다. 현재 12개국의 언어로 번역되어 현대인의 복잡한 심리의 핵심을 짚어내면서 누구나 공감할 수 있는 이야기로 사람들의 마음을 움직이고 있다....",1,국내도서-소설/시/희곡
39,9788954651868,62001724,야간비행,"9,000원",500원,앙투안 드 생텍쥐페리 저/용경식 역,문학동네,"고독과 죽음에 맞서 미지의 세계를 정복해나가는
인간의 강인한 의지와 숭고한 용기에 바치는 찬가

작가이자 비행기 조종사였던 생텍쥐페리의 페미나상 수상작 『야간비행』이 문학동네 세계문학전집 166번으로 출간되었다. 생텍쥐페리에게 비행중의 경험은 많은 작품의 모태가 되었는데, 1931년 발표한 이 소설은 아르헨티나 야간비행 항로 개척에 참여했던 경험을 바탕으로 쓰였다. 직원들을 단련시키고자 그들을 엄격하게 다스리는 책임자 리비에르와 밤하늘 속에서 고독과 죽음에 맞서는 조종사 파비앵의 모습을 통해, 초기 항공우편산업을 이끌던 사람들의 책임감과 용기를 아름답게 펼쳐 보인다. 미지의 세계를 개척하는 이들의 강인한 의지와 숭고한 용기에 대한 한 편의 아름다운 찬가라 할 수 있다. 당시 앙드레 지드의 머리말과 함께 출간되어 문단과 독자 모두에게 호평을 받았고, 이듬해 미국과 영국에서 영역본이 출간되면서 영화로도 만들어져 생텍쥐페리에게 세계적인 작가의 명성을 안겨준 작품이다.",1,국내도서-소설/시/희곡
40,9791159317828,127005812,결혼·여름,"9,720원",540원,알베르 카뮈 저/김화영 역,책세상,"‘책세상 카뮈 전집 개정판’ 7권. 1939년에 출간된 《결혼(Noces)》과 1954년에 출간한 《여름(L'Ete)》을 담은 알베르 카뮈의 여행에세이다. 〈티파자에서의 결혼〉에서 출발해 〈티파자로 돌아오다〉로 사실상 마무리되는 여정은 카뮈의 감각적인 문장과 특유의 삶에 대한 명철한 통찰로 가득 차 있다. 기존 전면 개정판에서 일부 번역과 표현을 고쳐, 번역본의 생명력을 불어넣었다.",1,국내도서-소설/시/희곡
41,9788932923581,122534924,개미 (1),"14,220원",790원,베르나르 베르베르 저/이세욱 역,열린책들,"영원한 베스트셀러 『개미』를 다시 만나다

발간과 동시에 신선한 충격을 주며 기념비적 베스트셀러가 된 『개미』가 새로운 얼굴로 독자들을 다시 만난다. 개미라는 작디작은 생명체의 눈으로 바라본 흥미로운 인간의 모습과, 개미와 인간 세계를 오가는 장대한 모험을 담은 이 이야기는 여전히 여느 작품이 넘볼 수 없는 독창성과 상상력, 재미를 보장한다. 개미와 인간, 각각의 세계를 덮친 위험을 뒤쫓다가 그 길에서 서로의 존재를 발견하게 되는 1부 「개미」(1권), 개미와 인간의 직접적인 조우가 일으킨 갈등과 폭력, 그리고 종간의 화해를 모색하는 이들의 노력을 그린 2부 「개미의 날」(2, 3권), 개미들에게 감화받아 개미 혁명을 시작하려는 사람들의 이야기인 3부 「개미 혁명」(4, 5권)까지, 베르베르는 정교한 미스터리와 거대한 스케일, 천재적인 상상력으로 독자들을 이 방대하고 생생한 활극의 대단원까지 거침없이 이끌어 나간다.",1,국내도서-소설/시/희곡
42,9788949707624,7402485,소돔의 120일,"18,000원",원,마르키 드 사드 저/김문운 역,동서문화사,"사드의 분신이라 할 수 있는 4명의 권력자가 젊은 남녀 수십 명을 이끌고 120일 동안 벌이는 온갖 변태적인 향락의 기록이다. 제1부에서 4부까지 이어지는 이 이야기는 권력자와 굴종자, 가해자와 피해자, 부자와 빈자, 남자와 여자, 어른과 아이, 신과 인간…… 이들의 관계 속에서 일어나는 질적ㆍ양적 이상행동들을 워낙 비현실적일 만큼 자세히 묘사하기 때문에 읽는 사람으로 하여금 흥분이나 공감보다는 오히려 난해하고 복잡한 의문들을 끊임없이 떠오르게 한다.",1,국내도서-소설/시/희곡
43,9791198375339,140107231,셰리,"19,800원","1,100원",시도니 가브리엘 콜레트 저/장소미 역,녹색광선,"나, 마흔아홉인 레아는 스물다섯 셰리를 사랑한다. 얼마 후면 결혼할 남자인 그를.

여자의 애칭은 누누(유모)이고, 남자의 애칭은 셰리(소중한 아이)다. 누누인 레아는 쉰 살을 코앞에 둔 사교계 여인이고, 그녀보다 반세기 어린 셰리는 스물다섯 살 청년이다. 레아는 같은 사교계 여인인 셰리의 모친과 절친하고, 셰리를 어릴 때부터 보아왔다. 6년 전 어느 밤, 레아와 셰리는 단둘이 있게 되고 키스를 한다. 레아는 처음엔 미처 깨닫지 못했고 다음 순간엔 부인하지만 설렘을 느낀다.

‘알고 싶었던 걸 확인한’ 셰리는 확연해진 상호 간의 감정이 두려워 위악을 떤다. 위악에 자극 받고, 방금 깨달은 자신의 욕망에 충실하기로 한 레아는 다시 키스한다. 셰리는 어린아이처럼 칭얼거리며 무너진다. 그가 어릴 때 레아를 일컫던 호칭인 ‘누누’가 이제는 ‘그가 쾌락 한가운데서 마치 구조 요청처럼 그녀에게 던지는 말이’ 되었다.

하지만 영원히 지속될 수 있는 관계가 아니다.",1,국내도서-소설/시/희곡
