순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
28,9791127864590,110434623,천관사복 6,"13,500원",750원,묵향동후 저/고고 역,B-lab(디앤씨미디어),"수사는 죗값을 치르고 풍사는 행방불명되며 백화선인의 사건은 막을 내린다.
일상으로 다시 돌아온 사련은 인간의 몸에서 척용을 끌어낼 방법을 찾기 위해 귀시장을 방문한다.
하지만 화기애애했던 귀시장은 어떤 불길한 예감과 함께 
귀신들의 귀곡성이 울리는 아수라장으로 변한다.

이 날 귀곡성이 울려 퍼지고, 만귀가 요동치며 
새로운 절경귀왕이 탄생하는 ‘동로산’이 열리게 된다.

사련은 동로산이 열리던 날의 혼란을 틈타 누군가에 의해 봉인이 풀린 
‘금의선’ 요괴의 추격을 명받는다.
그는 ‘권일진’과 함께 금의선을 수색하지만, 
순조롭게 풀리던 금의선 사건에는 뜻밖에 인물이 깊게 얽혀 있었는데…….",1,국내도서-소설/시/희곡
29,9791127864620,110434632,천관사복 9,"13,500원",750원,묵향동후 저/고고 역,B-lab(디앤씨미디어),"‘백무상’의 악몽 속에서 화성의 도움으로 탈출한 사련.
화성과 사련은 백무상과 대적하기 위해
화성이 조각한 ‘거대한 사련 신상’을 법력으로 움직인다.
그리고 그들은 순조롭게 일행을 구해 내지만 
분노한 백무상은 동로산의 결계를 깨트리고 수많은 오용국 원령들을 풀어 버린다.

사련은 급박하게 돌아가는 상황 속에서 때마침 동로산에 도착한 군오에게 
‘선락국 국사’에 대한 이야기를 하고 그에 대한 진실을 듣게 된다.
그는 휘몰아치는 이야기 속에서 어지러운 마음을 다잡고
황성으로 향하는 오용국 원령을 막기 위해 서둘러 이동한다.

그리고 황성에서 뜻밖의 인물과 기쁜 조우를 하게 된 사련은
모두와 힘을 합쳐 원령을 몰아내고 위기를 넘기지만……
그보다 더 위험한 진실이 그들을 향해 서서히 다가오고 있었는데…….",1,국내도서-소설/시/희곡
30,9788971846964,9453659,제7일,"15,300원",850원,위화 저/문현선 역,푸른숲,"『허삼관 매혈기』, 『인생』 등의 작품으로 중국 최고의 이야기꾼으로 손꼽히는 위화의 장편소설. 2013년 중국 최고의 화제작으로 스스로 30년 문학 인생의 결정판으로 꼽은 작품이다. 이승을 떠난 주인공이 저승으로 가기 전 겪게 되는 7일 동안의 이야기로, 위화 특유의 담담한 묘사와 인간에 대한 믿음을 드러낸다.",1,국내도서-소설/시/희곡
31,9791127864637,110434634,천관사복 10,"13,500원",750원,묵향동후 저/고고 역,B-lab(디앤씨미디어),"만인의 사랑을 받는 선락국의 금지옥엽 태자 사련.
누구보다 빠르게 선경에 오르나
한순간에 법력이 봉인된 채 인간 세상에 떨어진다.
 
그렇게 신선과 인간의 경지를 수차례 오가던 사련은
‘공덕’을 모으기 위해 인간 세상으로 내려가게 되고……
어느 날 고물을 줍고 돌아오는 길에
신비한 소년 ‘삼랑’을 만나
이 범상치 않은 소년과 함께 지내기로 한다.
 
‘공덕’을 모으기 위해 분주한 가운데 벌어진 괴이한 사건,
사련과 삼랑, 그리고 선계에서 온 두 어린 신관,
넷은 사건을 해결하며 선계의 가려진 어둠에 한 발자국씩 다가가게 되는데……!",1,국내도서-소설/시/희곡
32,9791127864606,110434626,천관사복 7,"13,500원",750원,묵향동후 저/고고 역,B-lab(디앤씨미디어),"‘금의선’을 입고 동로산으로 도망친 영문 때문에 상천정은 아수라장이 되고,
태아령 사건으로 수감된 모정이 탈옥한 탓에
동로산으로 모이는 만귀의 화합을 저지하지 못하게 된다.
군오는 귀왕의 탄생을 막기 위해 어쩔 수 없이 사련에게 동로산에 잠입하는 임무를 내린다.

사련은 화성의 도움을 받아 동로산에 무사히 잠입하고 
그곳에서 군오가 보낸 배명을 만난다.
그리고 여러 일들이 얽히며 동로산에 들어온 소배, 반월, 우사 대인과 동행하게 된다.",1,국내도서-소설/시/희곡
33,9791127864583,109581681,천관사복 5,"13,500원",750원,묵향동후 저/고고 역,B-lab(디앤씨미디어),"인간의 몸에 빙의한 척용을 끌고 보제관으로 돌아온 사련.
그는 척용과 함께 데려온 두 아이를 위해 일거리를 찾다가
한 상인의 집에서 작간을 부리는 태아령을 잡는다.
태아령은 귀시장에서 만난 여귀의 자식이었고, 놀랍게도 태아령의 아비는 신관임이 밝혀진다.
하지만 그 신관이 누구인지 입을 다문 여귀 때문에 사건은 흐지부지 종결된다.

선계에서 태아령의 보고를 끝내고 보제관으로 다시 돌아온 사련은
보제관을 방문한 삼랑에게 평소 고마움을 담아 요리를 준비한다.
그리고 보제관을 찾아온 풍사에게 ‘백화선인’이라는 요괴에 얽힌 이야기를 듣게 된다.

평소에 풍사에게 도움을 받은 사련은
백화선인에 얽힌 문제를 해결하러 가는 풍사와 동행을 결심하고
사련과 화성, 풍사와 지사 이 네 사람은 백화선인을 찾으러 간다.",1,국내도서-소설/시/희곡
34,9788937463457,33126536,모옌 중단편선,"11,700원",650원,"모옌 저/심규호,유소영 공역",민음사,"가장 중국적인 ‘환각 리얼리즘’을 탄생시킨 작가 모옌
역사를 배경으로 민담의 색채를 입은, 모옌의 대표 중·단편

중국 전통의 민담과 설화를 세계적인 이야깃거리로 탄생시키며 “야성과 광기의 이야기꾼”이라는 평가를 받은 현대 중국 문학의 거장 모옌. 그의 대표 중·단편을 엮은 『모옌 중·단편선』이 민음사 세계문학전집(345)으로 출간되었다. “중국 전통 문학 안에서 포크너, 마르케스와 비견되는 새로운 세계를 창조해 냈다.” 

스웨덴 한림원이 밝힌 모옌의 노벨 문학상 수상 이유이다. 포크너의 요크나파토파 카운티, 마르케스의 마콘도에 비견되면서도 그러나 완전히 다른 그곳, ‘가오미 둥베이 향’은 모옌이 스스로 창조한 문학적 고향이다. 중국의 대약진 운동, 반우파 투쟁, 문화 대혁명으로 이어지는 굵직굵직한 역사적 사건들로 배경을 소묘하고 민담과 습속의 화려한 색채를 입은 ‘가오미 둥베이 향’의 이야기들은 중국적인 ‘환각 리얼리즘’의 정수를 보여 준다.",1,국내도서-소설/시/희곡
35,9788934991687,91184224,사조영웅전 1~8 세트,"92,160원","5,120원",김용 저/김용소설번역연구회 역,김영사,"중국 문학의 찬란한 금자탑이자 영원한 신화 김용의 대표작
국내 최초 정식 출간 완역본

무협소설사에 길이 남을 불멸의 고전 『사조영웅전』. 김용의 작품 가운데 가장 널리 애독된 〈사조삼부곡〉 시리즈의 첫 번째 이야기가 막을 올린다! 김용이 무협 작가로 널리 알려진 계기가 된 소설이자, 역사와 허구의 교묘한 배합, 눈앞에서 그려지는 듯한 무공 묘사, 개성 강한 인물 군상 등 ‘김용 스타일’이 확고하게 자리 잡은 작품. 송·금·원 교체기의 거대한 소용돌이 속에서 대의를 위해 헌신한 영웅들을 통해 되새기는 진정한 도(道)와 의(義)의 의미! 드넓은 중원과 사막을 무대로 펼쳐지는 의인 협객들의 호쾌한 모험과 대결까지. 격동하는 중국 역사의 한 페이지가 신필(神筆) 김용의 붓끝에서 되살아난다.",1,국내도서-소설/시/희곡
36,9788925568805,89240896,이문열 삼국지 2,"16,200원",900원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"이문열 평역 삼국지 30년 만의 개정 신판 출간! 
독보적인 문장으로 읽는 우리 시대의 삼국지 

누적판매 2,000만 부
우리 시대를 대표하는 『이문열 삼국지』가 
현대적인 감각으로 다시 돌아왔다!

젊은 세대를 위해 내용을 손보고, 한자어 독음을 달아 읽기 쉬운 『삼국지』

1988년 출간된 이래 누적판매 2,000만 부라는 대기록을 세운『이문열 삼국지』가 출간 30여 년 만에 새롭게 출간된다. 나관중 판본을 기본으로 하여 우리 시대 대표 작가인 이문열의 글맛으로 살려낸 『이문열 삼국지』는 오랫동안 최고의 고전으로 사랑받아왔다. 무수한 평역본 중 특히 이 책이 한 세대를 넘어서까지 생명력을 가질 수 있었던 것은, 이문열 작가 특유의 날카로운 문장과 흡입력 있는 구성이 돋보였기 때문이다. 방대한 서사와 영웅호걸들의 이야기들을 지루하지 않게, 다음 권을 넘겨보게 만들어 삼국지를 처음 접한 이들도 충분히 재미있게 읽을 수 있었던 것. 더불어 다른 판본에서는 삭제되거나 경시된 ‘시’, ‘평’ ‘표’ 등 중국 문학의 특징을 고스란히 살려낸 서사와 문학적 힘이 발휘된 덕분이기도 하다. 

이번 개정 신판에서는 이런 장점은 유지하면서, 지난 30년간 독자들에게서 받은 질문과 평역자 자신이 계속하여 고민하였던 내용들을 새롭게 손보고, 요즘 세대도 쉽게 읽을 수 있도록 한자어의 독음과 주석을 달았으며, 의미가 명확한 한자어는 병기하지 않음으로써 좀 더 읽기 쉽도록 고쳤다. 작가는 수개월에 걸쳐 한 글자 한 글자를 곱씹으며 문장을 다시 만졌다. 여기에 타이완의 유명 화가인 정문(鄭文) 작가의 그림을 함께 수록하여 보는 즐거움을 배가했다. 독특한 화풍으로 삼국지의 각 인물과 주요 사건을 그려낸 정문의 그림은 삼국지 특유의 서사를 더욱 돋보이도록 만들어준다. ",1,국내도서-소설/시/희곡
37,9791127853686,88389897,마도조사 4,"13,950원",770원,묵향동후 저/이현아 역,B-lab(디앤씨미디어),"난장강亂葬崗에서 일이 마무리 되자 
위무선은 헌사한 이후 처음으로 연화오蓮花塢에 돌아온다. 
추억에 젖은 위무선은 남망기에게 자신이 자란 곳을 소개하려 하나, 
강징의 분노로 이루지 못한다.

연화오를 떠나 운평성雲萍城으로 향한 두 사람은 
금광요의 밀실에서 본 땅문서의 위치가 관음묘觀音廟임을 확인한다. 
관음묘에 봉인된 것은 무엇이며, 
금광요는 또 무슨 음모를 꾸미는가!

관음묘의 진을 깨기 전 잠시 쉬기로 한
둘 사이에 미묘한 기류가 흐르기 시작하고, 
아슬아슬한 감정은 걷잡을 수 없는 방향으로 흘러가는데…….",1,국내도서-소설/시/희곡
38,9788932026602,14530387,붉은 수수밭,"17,100원",950원,모옌 저/심혜영 역,문학과지성사,"『붉은 수수밭』을 읽지 않으면 
모옌을 읽지 않은 것과 같다! 

바람에 물결치는 시뻘건 수수밭처럼 약동하는 야성의 외침! 
강인한 생명력으로 일본의 압제와 봉건예교에 저항한 민초들의 역사 

2012년 노벨문학상 수상자 모옌의 첫 장편소설이자 대표작 『붉은 수수밭』이 새로이 번역되어 출간되었다. 이 작품은 중편 다섯 개를 엮은 연작소설로, 모옌은 1985년 해방군예술대학에서 공부할 때 첫번째 작품 「붉은 수수」를 일주일 만에 완성했다고 한다. 1986년 발표된 이 작품은 “1980년대 문단의 이정표적인 작품”이라는 호평을 받았고, 모옌은 이러한 분위기에 고무되어 「고량주」 「개의 길」 「수수 장례」 「기이한 죽음」을 연이어 발표했다. 그리고 다섯 편을 묶어 『붉은 수수 가족(紅高粱家族)』이라는 제목으로 출간했다.",1,국내도서-소설/시/희곡
39,9788934980292,105133647,쾌 : 젓가락 괴담 경연,"17,820원",990원,"미쓰다 신조,쉐시쓰,예터우쯔,샤오샹선,찬호께이 공저/이현아,김다미 공역",비채,"장르문학 대가들의 릴레이 괴담 경연
미쓰다 신조, 찬호께이 등 3國 5人 5色의 이색 합주!

일본의 미쓰다 신조, 홍콩의 찬호께이·예터우쯔, 타이완의 쉐시쓰·샤오샹선 등 화려한 수상 경력을 자랑하는 장르문학 대표 작가들이 모였다. 소설의 메인 테마는 아시아인에게 아주 친숙한 사물인 ‘젓가락’. 3국의 작가는 일상적 사물인 젓가락을 둘러싼 미신과 금기에 천착해 ‘젓가락 괴담’ 릴레이를 선보인다. 총 다섯 개의 단편으로 구성된 소설집은 각기 다른 괴담이 서로 이어지고 어우러지다 하나의 큰 이야기로 완성되는 독특한 매력을 자랑한다. 각각의 단편을 따로 읽으며 국가별·작가별로 상이한 매력을 느껴도 좋고, 수록 순서대로 읽으며 하모니를 맛보아도 좋을 것이다. 미스터리와 호러, 괴담을 절묘하게 융합한 환상 문학의 일인자 미쓰다 신조가 「젓가락님」으로 문을 열고 홍콩 장르문학의 대명사 찬호께이가 「해시노어」로 이야기의 막을 내린다.",1,국내도서-소설/시/희곡
40,9788954439763,74851181,딩씨 마을의 꿈,"19,800원","1,100원",옌롄커 저/김태성 역,자음과모음,"제1회, 2회 루쉰문학상과 제3회 라오서문학상을 수상했으며, 중국 문단의 지지와 대중의 호응을 동시에 성취한 ‘가장 폭발력 있는 작가’로 평가받고 있는 옌롄커의 『딩씨 마을의 꿈(丁莊夢)』이 자음과모음에서 새롭게 출간되었다. 『딩씨 마을의 꿈』은 중국의 경제 발전이 가져온 인간의 물질적인 욕망이 빚어낸 비극적인 이야기를 담고 있다. 작가는 중국의 한 마을에서 비위생적인 헌혈 바늘을 사용해 에이즈에 집단 감염된 실제 사건을 바탕으로 인간 본성의 어두운 면, 특히 자본주의라는 유토피아적 환상이 처참하게 붕괴되는 풍경을 세밀하게 묘사해냈다. 피를 사고파는 과정에서 딩씨 마을 전체가 에이즈에 점령당하는 지독한 현실을 이미 죽어 땅에 묻힌 열두 살 소년의 시선으로 그려낸 이 작품은 리얼리즘과 판타지가 결합된 21세기 중국 문단 최고의 문제작이다.   ",1,국내도서-소설/시/희곡
